,wav,maggies
648,1947895.9318415124,2.084973896454714e-09
649,1937161.1497348016,2.0263879394085237e-09
650,1926485.5266134334,1.9676014739554187e-09
651,1915868.736454436,1.910096684637217e-09
652,1905310.4550315402,1.8544107519504882e-09
653,1894810.3599052757,1.8002808703716074e-09
654,1884368.130413123,1.747584831797667e-09
655,1873983.4476597214,1.6953750808123218e-09
656,1863655.9945071342,1.643831474698358e-09
657,1853385.4555651569,1.5956716802241568e-09
658,1843171.5171816887,1.5491098647132814e-09
659,1833013.8674331554,1.5024342027441968e-09
660,1822912.1961149795,1.4575626016308117e-09
661,1812866.1947321144,1.4138393771626384e-09
662,1802875.5564896122,1.3702833732045856e-09
663,1792939.9762832648,1.3287227096590988e-09
664,1783059.15069028,1.2890294002675748e-09
665,1773232.7779600173,1.2505151848252005e-09
666,1763460.558004775,1.2124936527518952e-09
667,1753742.1923906212,1.1763772460926455e-09
668,1744077.3843282836,1.1406088904596747e-09
669,1734465.838664083,1.1065174219581112e-09
670,1724907.2618709218,1.0736738081625743e-09
671,1715401.3620393225,1.0422141389591592e-09
672,1705947.848868505,1.0112370539194028e-09
673,1696546.4336575286,9.812656101035843e-10
674,1687196.8292964725,9.513032775957803e-10
675,1677898.750257667,9.233041135074567e-10
676,1668651.9125869751,8.959441936070089e-10
677,1659456.0338951235,8.696518017384589e-10
678,1650310.833349072,8.448897251183543e-10
679,1641216.0316634413,8.206894086741869e-10
680,1632171.3510919847,7.972099301310835e-10
681,1623176.5154191034,7.738826639308135e-10
682,1614231.2499514148,7.51588075798742e-10
683,1605335.2815093596,7.302896627555343e-10
684,1596488.3384188598,7.095161136926493e-10
685,1587690.1505030263,6.901740466125972e-10
686,1578940.4490739012,6.711687599369201e-10
687,1570238.966924259,6.531535241140398e-10
688,1561585.438319442,6.354393437990392e-10
689,1552979.598989246,6.180743373216361e-10
690,1544421.1861198512,6.017741202263017e-10
691,1535909.9383457913,5.853862508610178e-10
692,1527445.5957419826,5.699508732188295e-10
693,1519027.8998157724,5.558744550024028e-10
694,1510656.5934990533,5.409078607275964e-10
695,1502331.4211404123,5.272703440651475e-10
696,1494052.1284973193,5.140725284764711e-10
697,1485818.4627283663,5.010592975395777e-10
698,1477630.1723855464,4.885571388935475e-10
699,1469487.0074065716,4.76999367411874e-10
700,1461388.7191072386,4.65901223467527e-10
701,1453335.0601738328,4.5533213414676994e-10
702,1445325.784655576,4.4416909844129425e-10
703,1437360.6479571185,4.339764384222568e-10
704,1429439.406831063,4.2437917125808206e-10
705,1421561.8193705415,4.149354235012717e-10
706,1413727.6450018242,4.055170069167331e-10
707,1405936.6444769755,3.9701630309128903e-10
708,1398188.5798665464,3.888053210690601e-10
709,1390483.2145523084,3.80940539585416e-10
710,1382820.3132200255,3.735614667212225e-10
711,1375199.6418522713,3.670543144830772e-10
712,1367620.9677212806,3.6194716069792365e-10
713,1360084.0593818408,3.5832309153975796e-10
714,1352588.6866642283,3.5684205428905086e-10
715,1345134.620667173,3.5863978473610337e-10
716,1337721.6337508739,3.6343093437146726e-10
717,1330349.4995300418,3.6754561132246103e-10
718,1323017.9928669906,3.68808669512107e-10
719,1315726.889864759,3.602459446676149e-10
720,1308475.9678602736,3.5135444877634356e-10
721,1301265.0054175486,3.425749749823756e-10
722,1294093.7823209234,3.335663082899347e-10
723,1286962.0795683376,3.254797582936882e-10
724,1279869.6793646452,3.187322919716827e-10
725,1272816.3651149585,3.1494639636782803e-10
726,1265801.9214180377,3.139500111904462e-10
727,1258826.1340597102,3.164319842192605e-10
728,1251888.79000633,3.197300320438839e-10
729,1244989.6773982733,3.1859791593548635e-10
730,1238128.5855434637,3.211249331429132e-10
731,1231305.3049109445,3.2890449174999495e-10
732,1224519.6271244728,3.4589405529748186e-10
733,1217771.3449561622,3.607412910091569e-10
734,1211060.2523201494,3.580974125823531e-10
735,1204386.1442663053,3.5625721912906887e-10
736,1197748.8169739707,3.5610615577957307e-10
737,1191148.0677457356,3.5194794481701173e-10
738,1184583.695001248,3.4611673069772333e-10
739,1178055.4982710567,3.3754801473300707e-10
740,1171563.2781904917,3.342816935712773e-10
741,1165106.8364935743,3.3837793550838487e-10
742,1158685.9760069607,3.5881332181013337e-10
743,1152300.5006439227,3.7045838980263144e-10
744,1145950.215398359,3.273626883232043e-10
745,1139634.926338841,2.9522857352230706e-10
746,1133354.4406026865,2.7818779509222195e-10
747,1127108.5663900739,2.7128510471161145e-10
748,1120897.1129581828,2.7016762079129664e-10
749,1114719.8906153697,2.731225112434481e-10
750,1108576.7107153737,2.7634473387160193e-10
751,1102467.3856515586,2.789902477948782e-10
752,1096391.7288511796,2.809362389960987e-10
753,1090349.5547696876,2.7926702033262997e-10
754,1084340.678885063,2.7404548535656427e-10
755,1078364.9176921798,2.6588061998596144e-10
756,1072422.0886972025,2.5673287568074823e-10
757,1066512.0104120122,2.464925316998637e-10
758,1060634.5023486635,2.378313121095716e-10
759,1054789.3850138746,2.310871397626959e-10
760,1048976.4799035431,2.263886655013022e-10
761,1043195.6094972979,2.2306982929044926e-10
762,1037446.5972530742,2.2128653058682878e-10
763,1031729.2676017256,2.2086625343240803e-10
764,1026043.4459416588,2.2085813041585732e-10
765,1020388.9586335049,2.2225577476312594e-10
766,1014765.6329948154,2.251416900128319e-10
767,1009173.2972947874,2.31217352763167e-10
768,1003611.7807490198,2.390745706164014e-10
769,998080.9135142993,2.4714537486314503e-10
770,992580.5266834109,2.4818876790975176e-10
771,987110.4522799812,2.420823253644947e-10
772,981670.5232533502,2.3748594831408703e-10
773,976260.5734734654,2.3450694406626114e-10
774,970880.4377258117,2.3798375823392833e-10
775,965529.9517063657,2.4486168286711394e-10
776,960208.9520165762,2.5619468801171907e-10
777,954917.2761583771,2.686340977873586e-10
778,949654.762529221,2.793042272413177e-10
779,944421.250417148,2.805470658040201e-10
780,939216.5799958745,2.749345508870262e-10
781,934040.5923199137,2.632435369757837e-10
782,928893.1293197224,2.5455868900088623e-10
783,923774.033796873,2.495424921494762e-10
784,918683.1494192505,2.527751754682135e-10
785,913620.3207162828,2.6242643997056566e-10
786,908585.3930741881,2.794149732657534e-10
787,903578.2127312575,3.0638486825354856e-10
788,898598.6267731566,3.3948536902111936e-10
789,893646.4831282548,3.7973584890698333e-10
790,888721.6305629843,4.023167593600726e-10
791,883823.9186772194,4.063766777667083e-10
792,878953.1978996828,3.7941557779977715e-10
793,874109.3194833813,3.44696365718142e-10
794,869292.1355010584,3.078663431307561e-10
795,864501.4988406808,2.827635739915114e-10
796,859737.2632009434,2.6914460598474715e-10
797,854999.2830868018,2.677739929876895e-10
798,850287.4138050312,2.707222052972898e-10
799,845601.5114598039,2.7510535864733595e-10
800,840941.4329482975,2.7247434969940813e-10
801,836307.0359563237,2.613324265656136e-10
802,831698.1789539821,2.445589130268529e-10
803,827114.7211913397,2.284083497115986e-10
804,822556.5226941295,2.2026566778139487e-10
805,818023.4442594791,2.2129414238393978e-10
806,813515.3474516561,2.361861729409901e-10
807,809032.0945978439,2.6976774030495637e-10
808,804573.5487839343,3.171368939185429e-10
809,800139.5738503489,3.876319904838671e-10
810,795730.0343878793,4.5890485286228416e-10
811,791344.7957335517,5.190272900268274e-10
812,786983.7239665157,4.5103572065230076e-10
813,782646.6859039527,3.4312943657317727e-10
814,778333.5490970107,2.2840678089278345e-10
815,774044.1818267585,1.6774256249634856e-10
816,769778.4531001619,1.3573742816223015e-10
817,765536.2326460854,1.1556862127191638e-10
818,761317.3909113123,1.0206800311748923e-10
819,757121.7990565894,9.479477024584806e-11
820,752949.3289526916,8.95174327994054e-11
821,748799.8531765091,8.634614329681829e-11
822,744673.2450071565,8.3374060676243e-11
823,740569.3784221013,8.031935818354674e-11
824,736488.1280933188,7.669462656989628e-11
825,732429.3693834597,7.243383197945276e-11
826,728392.9783420485,6.746362993980531e-11
827,724378.8317016953,6.229426555948639e-11
828,720386.8068743324,5.7804459773435126e-11
829,716416.7819474695,5.353720388723537e-11
830,712468.6356804735,5.0246664349355416e-11
831,708542.2475008628,4.777426799453221e-11
832,704637.4975006256,4.6017291990972306e-11
833,700754.266432559,4.4496800962053525e-11
834,696892.4357066285,4.3450889214053526e-11
835,693051.8873863427,4.2791793851610774e-11
836,689232.504185156,4.2050168316633616e-11
837,685434.1694628814,4.161324989713418e-11
838,681656.7672221353,4.123001748110955e-11
839,677900.1821047901,4.096681134584355e-11
840,674164.2993884508,4.091784905879875e-11
841,670449.0049829559,4.091365046790685e-11
842,666754.1854268878,4.118940852443413e-11
843,663079.7278841131,4.161818072568287e-11
844,659425.5201403337,4.2377045595192743e-11
845,655791.4505996582,4.3292560500032966e-11
846,652177.4082811989,4.489054285329208e-11
847,648583.2828156769,4.637785570252931e-11
848,645008.9644420566,4.8671923804561175e-11
849,641454.3440041909,5.1758533211556615e-11
850,637919.3129474864,5.61225744898578e-11
851,634403.7633155925,6.170266922095285e-11
852,630907.5877471,6.815030780391224e-11
853,627430.6794722658,7.459956214595498e-11
854,623972.9323097509,8.278383853545481e-11
855,620534.2406633762,9.380490093706349e-11
856,617114.4995189013,1.0896230774834257e-10
857,613713.6044408134,1.298202709584025e-10
858,610331.4515691412,1.53711200157149e-10
859,606967.9376162824,1.761506930445623e-10
860,603622.9598638463,1.8783395789995047e-10
861,600296.4161595226,1.868987664966437e-10
862,596988.2049139558,1.7642168533322235e-10
863,593698.2250976475,1.6594089122402073e-10
864,590426.3762378688,1.596989122035524e-10
865,587172.5584155909,1.5809141024911903e-10
866,583936.6722624375,1.607276489430681e-10
867,580718.6189576444,1.6672490555608556e-10
868,577518.3002250484,1.758290757256088e-10
869,574335.6183300808,1.8964513446740384e-10
870,571170.4760767841,2.105202593431853e-10
871,568022.7768048454,2.36838324957858e-10
872,564892.424386642,2.7247434024123755e-10
873,561779.3232243081,3.1595090241490076e-10
874,558683.3782468126,3.66442082262032e-10
875,555604.494907059,4.1642829534584833e-10
876,552542.579178996,4.623868600893982e-10
877,549497.5375547451,4.892536570148436e-10
878,546469.2770417479,5.061442178846839e-10
879,543457.7051599232,5.12663093725118e-10
880,540462.7299388447,5.221118300672318e-10
881,537484.2599149323,5.322777614325842e-10
882,534522.2041286569,5.318661723032447e-10
883,531576.4721217656,5.156504322106446e-10
884,528646.9739345156,4.709263832091095e-10
885,525733.6201029307,4.2176246265826236e-10
886,522836.321656067,3.6708460120284754e-10
887,519954.99011329515,3.2191446211409466e-10
888,517089.53748160077,2.827895841072778e-10
889,514239.8762528937,2.5202012389769846e-10
890,511405.91940133955,2.2737313227411063e-10
891,508587.58038069966,2.0466687866077265e-10
892,505784.7731216873,1.8571430321705308e-10
893,502997.41202934197,1.70515651129702e-10
894,500225.4119804124,1.576449913077814e-10
895,497468.68832075933,1.4555973026616377e-10
896,494727.1568627696,1.3595223795409137e-10
897,492000.73388278345,1.2880883791341015e-10
898,489289.33611854067,1.2260233191478212e-10
899,486592.8807666348,1.1809895345410858e-10
900,483911.2854799869,1.1432681013415105e-10
901,481244.4683653303,1.1296666389383311e-10
902,478592.347980707,1.1295854739552663e-10
903,475954.84333298483,1.1241590346336618e-10
904,473331.8738753796,1.1296951728170835e-10
905,470723.3595049997,1.1145836088917779e-10
906,468129.22056039656,1.0978465416996591e-10
907,465549.37781913194,1.0652280724340768e-10
908,462983.7524953613,1.0262722010147228e-10
909,460432.2662374242,9.988037245014997e-11
910,457894.8411254552,9.896886594980563e-11
911,455371.3996690003,9.90705071597839e-11
912,452861.8648046539,1.0378973303730308e-10
913,450366.15989370417,1.1283495754084023e-10
914,447884.20871979085,1.3105715366149232e-10
915,445415.9354865811,1.58536508502148e-10
916,442961.2648154509,2.0001706535346025e-10
917,440520.12174318644,2.563026382789465e-10
918,438092.4317196936,3.0651930451024145e-10
919,435678.12060571933,3.0886174291572465e-10
920,433277.11467059155,2.7033223793261533e-10
921,430889.3405899628,2.0514604273992504e-10
922,428514.7254435753,1.525275082620395e-10
923,426153.19671303144,1.1349813123607057e-10
924,423804.68227957917,8.862316042294187e-11
925,421469.11042191164,7.122535685042963e-11
926,419146.4098139735,6.0765349046939e-11
927,416836.5095227862,5.303320521514588e-11
928,414539.33900628024,4.8142927783021e-11
929,412254.82811113953,4.464529481356189e-11
930,409982.9070706617,4.3483511848561867e-11
931,407723.5065026248,4.280995738072116e-11
932,405476.5574071708,4.517141474444226e-11
933,403241.99116469733,4.7270973920153834e-11
934,401019.73953376093,4.878131435698869e-11
935,398809.7346489956,4.753910387291266e-11
936,396611.9090190377,4.233568351238411e-11
937,394426.1955244666,3.6366981597596674e-11
938,392252.52741575474,3.135118533479887e-11
939,390090.8383112276,2.783288403162819e-11
940,387941.0621950386,2.5409710584374126e-11
941,385803.13341515115,2.295051021178532e-11
942,383676.9866813353,2.1889502798679463e-11
943,381562.55706317344,2.0938950293013447e-11
944,379459.7799880756,2.1010240218905397e-11
945,377368.59123931074,2.161173856897848e-11
946,375288.9269540423,2.2522002946686733e-11
947,373220.7236213805,2.4451222695599265e-11
948,371163.9180804417,2.591845068263134e-11
949,369118.4475184185,2.5290759133580695e-11
950,367084.24946866377,2.3479355269633824e-11
951,365061.2618087809,2.0293601558302068e-11
952,363049.42275872827,1.8771270224924613e-11
953,361048.67087893054,1.588312169611742e-11
954,359058.94506840495,1.4548369715732972e-11
955,357080.1845628937,1.3451944047440977e-11
956,355112.32893300743,1.243562379889505e-11
957,353155.3180823826,1.2166765642122435e-11
958,351209.0922458429,1.1542229287417215e-11
959,349273.5919875767,1.0930864864186433e-11
960,347348.7581993211,1.0671439923774119e-11
961,345434.5320985554,1.043252663534962e-11
962,343530.8552267087,1.0268267637928312e-11
963,341637.6694473717,9.858182179147051e-12
964,339754.91694452375,9.411723627942825e-12
965,337882.540220766,9.216027051845865e-12
966,336020.4820955647,9.15934914969036e-12
967,334168.68570350745,9.063271283231028e-12
968,332327.09449256334,8.788705306671766e-12
969,330495.6522223588,9.114981706305685e-12
970,328674.30296245875,9.197958204612251e-12
971,326862.99109065795,9.030896450457835e-12
972,325061.661291284,8.721603918280718e-12
973,323270.2585535061,8.577958406319067e-12
974,321488.7281696568,8.282211720874542e-12
975,319717.01573356095,8.283798000677428e-12
976,317955.0671388724,7.932364692879791e-12
977,316202.8285774247,7.609855499209101e-12
978,314460.24653758475,7.72294142850544e-12
979,312727.267802621,7.576595341398694e-12
980,311003.8394490776,7.817366883385475e-12
981,309289.9088451567,7.2747603490313386e-12
982,307585.42364911345,7.244866870926223e-12
983,305890.3318076556,7.236937419303486e-12
984,304204.58155435516,7.231937131778962e-12
985,302528.12140806724,7.343027447944065e-12
986,300860.90017135674,7.488404819460388e-12
987,299202.8669289368,7.2697720899732806e-12
988,297553.9710461116,7.218993072826746e-12
989,295914.1621672326,7.147066829475879e-12
990,294283.3902141581,7.2512029566608256e-12
991,292661.6053847259,6.8717353441993456e-12
992,291048.7581512319,7.172463181961724e-12
993,289444.7992589166,7.307669722630874e-12
994,287849.67972446216,8.015542585649243e-12
995,286263.35083449556,9.140005057659474e-12
996,284685.7641441018,9.484960025104411e-12
997,283116.87147534423,9.5158174378601e-12
998,281556.624915792,8.505954973636433e-12
999,280004.97681705916,7.707976414315403e-12
1000,278461.8797933469,6.939551338129452e-12
1001,276927.2867199989,6.6345960403727116e-12
1002,275401.15073206095,6.677351622311623e-12
1003,273883.42522284895,6.418911045206059e-12
1004,272374.06384252774,6.8053472996415734e-12
1005,270873.02049669315,6.38276857349198e-12
1006,269380.2493449666,6.406936202108617e-12
1007,267895.7047995938,6.470188249585063e-12
1008,266419.3415240523,6.418670203357115e-12
1009,264951.1144316687,6.495636095366067e-12
1010,263490.97868423926,6.844326735849102e-12
1011,262038.88969066285,6.807168764676888e-12
1012,260594.8031055782,6.519633422810617e-12
1013,259158.674828009,6.683697336739719e-12
1014,257730.46100001867,6.483240942186871e-12
1015,256310.11800536927,6.46687293124379e-12
1016,254897.6024681907,6.422442374997334e-12
1017,253492.87125165606,6.4387404015817655e-12
1018,252095.88145666302,6.5403656996677394e-12
1019,250706.59042052558,6.430726150063478e-12
1020,249324.95571566917,7.161540400513556e-12
1021,247950.93514833698,6.655854318313001e-12
1022,246584.48675730007,7.233945194771836e-12
1023,245225.56881257586,7.323470289560876e-12
1024,243874.1398141549,7.57630383683958e-12
1025,242530.158490732,7.920436899920245e-12
1026,241193.58379844733,8.830116783249806e-12
1027,239864.37491963143,9.845958065739573e-12
1028,238542.49126156027,1.1572318200739109e-11
1029,237227.89245521463,1.4189460592352137e-11
1030,235920.53835404685,1.923378605755238e-11
1031,234620.38903275647,2.918811956871595e-11
1032,233327.4047860686,5.7690037848770374e-11
1033,232041.5461275237,9.693818034929003e-11
1034,230762.77378827048,8.164165095871693e-11
1035,229491.04871586614,5.103943202087324e-11
1036,228226.33207308533,2.6062622370229366e-11
1037,226968.58523673244,1.6456250394932327e-11
1038,225717.76979646328,1.2216071168953197e-11
1039,224473.8475536119,9.922283978381607e-12
1040,223236.78052002296,8.35160318026551e-12
1041,222006.53091689345,7.491604171634492e-12
1042,220783.06117361694,7.047437224086356e-12
1043,219566.33392663777,6.593971376193676e-12
1044,218356.3120183097,6.4246863296392e-12
1045,217152.95849576005,6.140973423017171e-12
1046,215956.23660976306,6.079173223176202e-12
1047,214766.10981361568,5.8888883982768445e-12
1048,213582.5417620229,5.946347179579226e-12
1049,212405.4963099875,5.862279675008313e-12
1050,211234.93751170512,5.673092215377061e-12
1051,210070.8296194684,5.4820656044027595e-12
1052,208913.13708257343,5.667670895602865e-12
1053,207761.82454623547,5.325630366471949e-12
1054,206616.85685050872,5.368778620803906e-12
1055,205478.19902921186,5.269983073983636e-12
1056,204345.81630886174,5.4465393821615314e-12
1057,203219.6741076098,5.3805411282759105e-12
1058,202099.7380341875,5.519125973973681e-12
1059,200985.97388685492,5.051550096154618e-12
1060,199878.3476523565,5.234680470626969e-12
1061,198776.825504883,5.183604439600165e-12
1062,197681.37380503712,5.265020850427687e-12
1063,196591.959098808,5.292024326010395e-12
1064,195508.54811654775,5.056886992322769e-12
1065,194431.1077719569,5.1030038596981944e-12
1066,193359.60516107312,5.10996530455331e-12
1067,192294.00756126628,5.324278751986099e-12
1068,191234.28243024016,5.2584807057133995e-12
1069,190180.39740503705,5.073127530831832e-12
1070,189132.32030105093,5.083031539205873e-12
1071,188090.01911104398,4.983853053504563e-12
1072,187053.46200416854,5.3008576130818876e-12
1073,186022.6173249962,5.2215121176060284e-12
1074,184997.45359254972,5.784580987475467e-12
1075,183977.93949934302,5.800869933528799e-12
1076,182964.04391042434,5.514842907674138e-12
1077,181955.73586242498,5.264046906367788e-12
1078,180952.98456261482,4.866770342437175e-12
1079,179955.75938796063,4.8729187364549796e-12
1080,178964.0298841924,5.014262814839042e-12
1081,177977.76576487202,4.889200829559543e-12
1082,176996.93691046865,4.786427161677553e-12
1083,176021.51336743956,4.8689742726030665e-12
1084,175051.46534731425,4.640730851698315e-12
1085,174086.76322578595,4.6143968778560624e-12
1086,173127.37754180626,4.842706103665451e-12
1087,172173.278996685,4.846520000107151e-12
1088,171224.43845319675,5.019197343302986e-12
1089,170280.82693468957,4.834263752604309e-12
1090,169342.41562420115,4.869911816160835e-12
1091,168409.17586357854,4.741307351633973e-12
1092,167481.07915260218,4.81258850731095e-12
1093,166558.097148117,4.920680808786314e-12
1094,165640.20166316515,4.788752278935736e-12
1095,164727.3646661266,4.8073626437025505e-12
1096,163819.5582798627,5.001521452399982e-12
1097,162916.75478086394,4.998031143582871e-12
1098,162018.92659840485,5.401509819715333e-12
1099,161126.0463137005,5.1331399385811425e-12
1100,160238.08665907057,5.485961666470577e-12
1101,159355.02051710515,5.671968453552316e-12
1102,158476.82091983798,5.462693708299694e-12
1103,157603.4610479222,5.6604766266065756e-12
1104,156734.91422981085,5.355621754154761e-12
1105,155871.15394094362,5.621703348511781e-12
1106,155012.15380293535,5.708892415736954e-12
1107,154157.88758277165,5.7226569889618415e-12
1108,153308.32919200737,5.9356839027019175e-12
1109,152463.45268596927,5.809191947324333e-12
1110,151623.23226296488,6.044770185348217e-12
1111,150787.64226349327,5.722183549898007e-12
1112,149956.65716946262,5.675486326903493e-12
1113,149130.25160341023,5.730484868522324e-12
1114,148308.40032772732,5.724814440494255e-12
1115,147491.07824388903,5.614829173905811e-12
1116,146678.26039168722,5.724969834861144e-12
1117,145869.92194846887,5.725769913094769e-12
1118,145066.03822837758,5.844581494270432e-12
1119,144266.58468159946,5.751297724042326e-12
1120,143471.53689361422,5.997171404045313e-12
1121,142680.87058444857,5.642242989392941e-12
1122,141894.5616079357,5.773550278918509e-12
1123,141112.58595097737,5.837284947539319e-12
1124,140334.9197328103,5.7915906256516026e-12
1125,139561.53920427762,5.921441780533043e-12
1126,138792.42074710276,5.748362804290362e-12
1127,138027.54087316897,5.876063206214109e-12
1128,137266.8762238016,5.843115835990391e-12
1129,136510.40356905447,5.815499533528241e-12
1130,135758.09980700113,6.148323059155953e-12
1131,135009.9419630287,6.271308956053749e-12
1132,134265.90718913672,6.354387133067439e-12
1133,133525.97276323932,6.668491906730095e-12
1134,132790.1160884708,7.217409935757563e-12
1135,132058.31469249653,7.83285541339737e-12
1136,131330.5462268253,7.79346927628918e-12
1137,130606.78846612839,7.682820870381843e-12
1138,129887.0193075597,7.15448281175502e-12
1139,129171.21677008088,6.734694986543793e-12
1140,128459.35899379078,6.466943380496103e-12
1141,127751.42423925671,6.3627991347721e-12
1142,127047.39088685183,6.2403668888332744e-12
1143,126347.23743609377,6.4665024911409855e-12
1144,125650.94250498872,6.404381152611727e-12
1145,124958.48482937846,6.4147590223039626e-12
1146,124269.84326229026,6.409899522216405e-12
1147,123584.99677329203,6.474854315971644e-12
1148,122903.92444784922,6.367357399184772e-12
1149,122226.60548668687,6.546865673867366e-12
1150,121553.01920515393,6.51987263768744e-12
1151,120883.14503259142,6.56626197458174e-12
1152,120216.96251170499,6.618964540897129e-12
1153,119554.4512979392,6.403184545315932e-12
1154,118895.591158857,6.716497374493616e-12
1155,118240.36197352158,6.459307215365778e-12
1156,117588.74373188152,6.569057657621364e-12
1157,116940.71653416057,6.586736788438438e-12
1158,116296.26059024874,6.7261449051081285e-12
1159,115655.35621909922,6.489067009855899e-12
1160,115017.98384812655,6.67879578879192e-12
1161,114384.12401260877,6.672740916509247e-12
1162,113753.75735509371,6.643129957509214e-12
1163,113126.86462480696,6.5355915858840624e-12
1164,112503.42667706474,6.465047986281475e-12
1165,111883.42447268892,6.6149502636764766e-12
1166,111266.83907742526,6.3394730587517555e-12
1167,110653.65166136593,6.431963128123729e-12
1168,110043.84349837354,6.386953973702183e-12
1169,109437.39596551008,6.427259924862865e-12
1170,108834.2905424679,6.4917515037112045e-12
1171,108234.50881100378,6.480842951040228e-12
1172,107638.03245437707,6.437996556073077e-12
1173,107044.84325678968,6.284237615464313e-12
1174,106454.92310283035,6.366858738430665e-12
1175,105868.25397692126,6.268313109142583e-12
1176,105284.81796276738,6.285011493160508e-12
1177,104704.59724281015,6.114130393514312e-12
1178,104127.57409768253,6.124105496847108e-12
1179,103553.73090566864,6.061561762997431e-12
1180,102983.0501421648,5.9772922855927925e-12
1181,102415.5143791451,6.1112826024331115e-12
1182,101851.10628462884,6.10368166406764e-12
1183,101289.80862215093,6.061241194357067e-12
1184,100731.60425023608,6.091321538771905e-12
1185,100176.47612187479,6.070887282806574e-12
1186,99624.40728400325,6.0962244476292796e-12
1187,99075.38087698532,5.999242648540688e-12
1188,98529.38013409737,6.113625806686973e-12
1189,97986.38838101705,6.084544088931937e-12
1190,97446.38903531316,6.0333696149146755e-12
1191,96909.36560593983,6.0634628377874345e-12
1192,96375.30169273289,6.128237455206094e-12
1193,95844.18098590849,6.003981941179361e-12
1194,95315.98726556581,5.992900653123443e-12
1195,94790.70440119095,6.033829045701214e-12
1196,94268.31635116486,6.100262045314529e-12
1197,93748.80716227334,5.981527317927903e-12
1198,93232.16096921945,6.072553302491458e-12
1199,92718.36199413973,6.000273616946727e-12
1200,92207.39454612145,6.1300907822025514e-12
1201,91699.2430207243,6.119674154741179e-12
1202,91193.89189950346,6.2432534152048374e-12
1203,90691.32574953536,6.302370906537686e-12
1204,90191.52922294707,6.4715631683762694e-12
1205,89694.4870564469,6.6790049216732174e-12
1206,89200.18407085881,6.425808513414048e-12
1207,88708.60517065866,6.1844784356591554e-12
1208,88219.7353435129,6.10809548265282e-12
1209,87733.55965982079,5.9920955691034565e-12
1210,87250.06327225764,6.056640836287848e-12
1211,86769.23141532217,6.0366279898716536e-12
1212,86291.04940488513,5.966247071333126e-12
1213,85815.50263774078,5.9704907340491196e-12
1214,85342.57659116141,5.935119614089132e-12
1215,84872.25682245319,5.887229589012269e-12
1216,84404.52896851575,5.9596227935833225e-12
1217,83939.37874540295,5.973161408765018e-12
1218,83476.79194788718,5.966695361578728e-12
1219,83016.75444902528,5.822333260121838e-12
1220,82559.25219972692,5.870746644449777e-12
1221,82104.2712283261,6.0319555723412294e-12
1222,81651.7976401539,5.7404709861754046e-12
1223,81201.81761711456,5.7835458413667514e-12
1224,80754.31741726334,5.914781867726941e-12
1225,80309.28337438665,6.0553643823068546e-12
1226,79866.7018975852,5.877040511148341e-12
1227,79426.55947085826,5.8418308324636204e-12
1228,78988.84265269163,5.878684609004478e-12
1229,78553.53807564673,5.927618116839421e-12
1230,78120.63244595219,5.874773933507769e-12
1231,77690.11254309844,6.0328974158770206e-12
1232,77261.96521943339,6.205248957967951e-12
1233,76836.1773997613,6.32604746389081e-12
1234,76412.73608094348,6.605733476666327e-12
1235,75991.62833150069,6.75612674950513e-12
1236,75572.841291219,6.439445724820183e-12
1237,75156.36217075627,6.496264795851603e-12
1238,74742.1782512522,6.092477040744545e-12
1239,74330.2768839397,6.028167013043838e-12
1240,73920.64548975826,6.107298629012788e-12
1241,73513.27155897049,5.920286486927401e-12
1242,73108.14265077926,5.909122026691948e-12
1243,72705.24639294865,5.9210233214774765e-12
1244,72304.57048142547,5.941304237146101e-12
1245,71906.10267996359,6.0724123677175065e-12
1246,71509.83081975066,6.0256346432768895e-12
1247,71115.74279903588,6.008105210176266e-12
1248,70723.82658276099,5.88534976245108e-12
1249,70334.07020219251,5.8556473665432246e-12
1250,69946.46175455597,6.0315924040416335e-12
1251,69560.9894026729,5.8179933773019635e-12
1252,69177.64137459884,5.833082261509757e-12
1253,68796.40596326436,5.864377099396718e-12
1254,68417.27152611694,5.935826377638043e-12
1255,68040.22648476598,5.975036158243935e-12
1256,67665.25932462896,6.022504733360996e-12
1257,67292.35859457953,6.99746553963248e-12
1258,66921.51290659845,9.072735887189775e-12
1259,66552.71093542507,7.72590197879548e-12
1260,66185.94141821204,6.156177739853669e-12
1261,65821.19315418121,5.958686170004618e-12
1262,65458.45500428124,5.828563086304807e-12
1263,65097.71589084798,5.808299131758599e-12
1264,64738.96479726559,5.699410742504422e-12
1265,64382.19076763061,5.900812209142383e-12
1266,64027.38290641715,6.288812756773244e-12
1267,63674.53037814398,7.0002783142241905e-12
1268,63323.622407043986,6.248383363015096e-12
1269,62974.64827673478,5.955241800178986e-12
1270,62627.597329891636,5.784183717436389e-12
1271,62282.45896792199,5.665412747147092e-12
1272,61939.22265064157,5.833342426460871e-12
1273,61597.87789595287,5.7741453459886e-12
1274,61258.414279524586,5.652118753664054e-12
1275,60920.821434473764,5.541215062128542e-12
1276,60585.089051048846,5.621162746546953e-12
1277,60251.20687631491,5.5630161149048835e-12
1278,59919.16471384063,5.347047358832189e-12
1279,59588.952423386734,5.431397030574247e-12
1280,59260.55992059658,5.434447616225868e-12
1281,58933.977176688,5.404565918800544e-12
1282,58609.19421814691,5.4565413422716314e-12
1283,58286.20112642317,5.3882832781800446e-12
1284,57964.9880376271,5.397013735193759e-12
1285,57645.54514222881,5.489364119980512e-12
